2019-06-11-21-41-59.656701 -44 67 26 0
2019-06-11-21-41-59.688607 -156 77 26 0
2019-06-11-21-41-59.724322 -42 87 26 0
2019-06-11-21-41-59.760407 298 7 26 0
2019-06-11-21-41-59.795622 85 27 26 0
2019-06-11-21-41-59.833577 150 47 26 0
2019-06-11-21-41-59.869097 290 67 26 0
2019-06-11-21-41-59.920321 290 67 26 0
2019-06-11-21-41-59.956586 82 17 26 0
2019-06-11-21-41-59.987240 346 37 26 0
2019-06-11-21-42-00.024814 346 37 26 0
2019-06-11-21-42-00.057102 45 67 26 0
2019-06-11-21-42-00.093170 208 87 26 0
2019-06-11-21-42-00.125981 291 7 26 0
2019-06-11-21-42-00.161225 145 27 26 0
2019-06-11-21-42-00.196912 145 27 26 0
2019-06-11-21-42-00.231722 -54 57 26 0
2019-06-11-21-42-00.261296 1 77 26 0
2019-06-11-21-42-00.296165 -166 88 48 0
2019-06-11-21-42-00.337328 -55 7 48 0
2019-06-11-21-42-00.373487 -168 37 48 0
2019-06-11-21-42-00.405264 134 57 48 0
2019-06-11-21-42-00.440774 81 67 48 0
2019-06-11-21-42-00.473794 236 77 48 0
2019-06-11-21-42-00.505984 293 97 48 0
2019-06-11-21-42-00.542010 274 7 48 0
2019-06-11-21-42-00.594879 -148 27 48 0
2019-06-11-21-42-00.627259 474 67 48 0
2019-06-11-21-42-00.663738 474 67 48 0
2019-06-11-21-42-00.699740 -171 97 48 0
2019-06-11-21-42-00.737508 -55 17 48 0
2019-06-11-21-42-00.767434 -269 37 48 0
2019-06-11-21-42-00.806011 123 47 48 0
2019-06-11-21-42-00.839119 301 77 48 0
2019-06-11-21-42-00.872990 181 87 48 0
2019-06-11-21-42-00.919006 354 97 48 0
2019-06-11-21-42-00.950131 105 37 48 0
2019-06-11-21-42-00.992927 105 37 48 0
2019-06-11-21-42-01.026762 85 77 48 0
2019-06-11-21-42-01.059262 85 77 48 0
2019-06-11-21-42-01.116499 85 77 48 0
2019-06-11-21-42-01.151778 90 37 48 0
2019-06-11-21-42-01.187997 98 57 48 0
2019-06-11-21-42-01.223023 140 77 48 0
2019-06-11-21-42-01.253640 45 95 48 0
2019-06-11-21-42-01.288903 45 95 48 0
2019-06-11-21-42-01.325253 333 26 41 0
2019-06-11-21-42-01.360371 -115 46 41 0
2019-06-11-21-42-01.397341 -115 46 41 0
2019-06-11-21-42-01.429752 -75 76 41 0
2019-06-11-21-42-01.465391 19 6 41 0
2019-06-11-21-42-01.496733 -113 16 41 0
2019-06-11-21-42-01.532034 -71 26 41 0
2019-06-11-21-42-01.577463 50 46 41 0
2019-06-11-21-42-01.611214 -163 76 41 0
2019-06-11-21-42-01.640346 -306 96 41 0
2019-06-11-21-42-01.675279 -306 96 41 0
2019-06-11-21-42-01.710293 -23 26 41 0
2019-06-11-21-42-01.742175 105 46 41 0
2019-06-11-21-42-01.781742 -24 56 41 0
2019-06-11-21-42-01.811945 -21 86 41 0
2019-06-11-21-42-01.852746 -21 86 41 0
2019-06-11-21-42-01.889902 -169 6 41 0
2019-06-11-21-42-01.927195 154 36 41 0
2019-06-11-21-42-01.960178 42 56 41 0
2019-06-11-21-42-02.007518 42 56 41 0
2019-06-11-21-42-02.041855 -17 96 41 0
2019-06-11-21-42-02.079287 107 6 41 0
2019-06-11-21-42-02.118915 118 26 41 0
2019-06-11-21-42-02.164485 252 46 41 0
2019-06-11-21-42-02.199416 151 76 41 0
2019-06-11-21-42-02.234084 48 96 41 0
2019-06-11-21-42-02.270565 48 96 41 0
2019-06-11-21-42-02.304300 103 6 41 0
2019-06-11-21-42-02.343637 -72 46 41 0
2019-06-11-21-42-02.378484 -82 66 41 0
2019-06-11-21-42-02.414665 -137 86 41 0
2019-06-11-21-42-02.448882 84 6 41 0
2019-06-11-21-42-02.486588 121 26 41 0
2019-06-11-21-42-02.523019 -54 46 41 0
2019-06-11-21-42-02.557973 460 66 41 0
2019-06-11-21-42-02.589196 460 66 41 0
2019-06-11-21-42-02.623840 522 76 41 0
2019-06-11-21-42-02.657351 -452 16 41 0
2019-06-11-21-42-02.691336 -313 36 41 0
2019-06-11-21-42-02.724119 -137 46 41 0
2019-06-11-21-42-02.758885 -10 66 41 0
2019-06-11-21-42-02.794410 89 86 41 0
2019-06-11-21-42-02.828297 -49 6 41 0
2019-06-11-21-42-02.861611 134 26 41 0
2019-06-11-21-42-02.899679 134 26 41 0
2019-06-11-21-42-02.934902 290 56 41 0
2019-06-11-21-42-02.971336 157 76 41 0
2019-06-11-21-42-03.005100 -97 96 41 0
2019-06-11-21-42-03.041913 -196 16 41 0
2019-06-11-21-42-03.079098 -184 26 41 0
2019-06-11-21-42-03.114883 -26 46 41 0
2019-06-11-21-42-03.147939 -88 66 41 0
2019-06-11-21-42-03.179825 -88 66 41 0
2019-06-11-21-42-03.214261 108 76 41 0
2019-06-11-21-42-03.246625 244 16 41 0
2019-06-11-21-42-03.292575 156 26 41 0
2019-06-11-21-42-03.330821 -39 55 29 0
2019-06-11-21-42-03.366361 2 75 29 0
2019-06-11-21-42-03.404031 310 95 29 0
2019-06-11-21-42-03.442903 23 15 29 0
2019-06-11-21-42-03.479513 -218 35 29 0
2019-06-11-21-42-03.534259 -38 55 29 0
2019-06-11-21-42-03.572192 183 85 29 0
2019-06-11-21-42-03.609757 124 5 29 0
2019-06-11-21-42-03.646315 138 25 29 0
2019-06-11-21-42-03.682738 86 45 29 0
2019-06-11-21-42-03.716812 -167 65 29 0
2019-06-11-21-42-03.750046 -108 85 29 0
2019-06-11-21-42-03.787051 -108 85 29 0
2019-06-11-21-42-03.820404 -109 15 29 0
2019-06-11-21-42-03.855360 -29 25 29 0
2019-06-11-21-42-03.888595 53 55 29 0
2019-06-11-21-42-03.925309 134 75 29 0
2019-06-11-21-42-03.966458 235 85 29 0
2019-06-11-21-42-04.002416 -43 15 29 0
2019-06-11-21-42-04.037169 45 35 29 0
2019-06-11-21-42-04.070367 162 45 29 0
2019-06-11-21-42-04.123293 92 55 29 0
2019-06-11-21-42-04.161303 -4 85 29 0
2019-06-11-21-42-04.197511 -147 5 29 0
2019-06-11-21-42-04.231290 35 25 29 0
2019-06-11-21-42-04.265555 -130 43 29 0
2019-06-11-21-42-04.301844 82 65 35 0
2019-06-11-21-42-04.335088 41 85 35 0
2019-06-11-21-42-04.372066 -213 5 35 0
2019-06-11-21-42-04.415926 -213 5 35 0
2019-06-11-21-42-04.458430 -379 45 35 0
2019-06-11-21-42-04.494792 -282 65 35 0
2019-06-11-21-42-04.529900 -185 85 35 0
2019-06-11-21-42-04.565019 199 5 35 0
2019-06-11-21-42-04.599275 501 25 35 0
2019-06-11-21-42-04.632542 123 45 35 0
2019-06-11-21-42-04.669397 123 45 35 0
2019-06-11-21-42-04.722268 -3 55 35 0
2019-06-11-21-42-04.758542 387 5 35 0
2019-06-11-21-42-04.794220 196 25 35 0
2019-06-11-21-42-04.828540 -273 45 35 0
2019-06-11-21-42-04.864390 264 65 35 0
2019-06-11-21-42-04.895841 359 85 35 0
2019-06-11-21-42-04.935973 359 85 35 0
2019-06-11-21-42-04.970879 266 5 35 0
2019-06-11-21-42-05.015995 266 5 35 0
2019-06-11-21-42-05.063050 9 55 35 0
2019-06-11-21-42-05.095702 87 85 35 0
2019-06-11-21-42-05.130351 92 95 35 0
2019-06-11-21-42-05.166875 92 95 35 0
2019-06-11-21-42-05.201789 -11 25 35 0
2019-06-11-21-42-05.238093 70 55 35 0
2019-06-11-21-42-05.273378 70 55 35 0
2019-06-11-21-42-05.307755 25 94 53 0
2019-06-11-21-42-05.338756 -81 14 53 0
2019-06-11-21-42-05.378758 -81 14 53 0
2019-06-11-21-42-05.412263 232 44 53 0
2019-06-11-21-42-05.459897 160 54 53 0
2019-06-11-21-42-05.494575 156 94 53 0
2019-06-11-21-42-05.544415 156 94 53 0
2019-06-11-21-42-05.579363 -149 14 53 0
2019-06-11-21-42-05.614832 -213 54 53 0
2019-06-11-21-42-05.661534 -253 64 53 0
2019-06-11-21-42-05.695006 -182 94 53 0
2019-06-11-21-42-05.727567 -274 14 53 0
2019-06-11-21-42-05.770942 -274 14 53 0
2019-06-11-21-42-05.808912 -260 44 53 0
2019-06-11-21-42-05.844962 -311 64 53 0
2019-06-11-21-42-05.878045 106 84 53 0
2019-06-11-21-42-05.911730 107 4 53 0
2019-06-11-21-42-05.946338 219 14 53 0
2019-06-11-21-42-05.980294 -83 24 53 0
2019-06-11-21-42-06.032640 -146 44 53 0
2019-06-11-21-42-06.068619 -59 84 53 0
2019-06-11-21-42-06.105582 4 4 53 0
2019-06-11-21-42-06.140951 150 24 53 0
2019-06-11-21-42-06.176903 150 24 53 0
2019-06-11-21-42-06.213128 194 54 53 0
2019-06-11-21-42-06.247444 43 74 53 0
2019-06-11-21-42-06.281046 4 94 47 0
2019-06-11-21-42-06.316531 -314 14 47 0
2019-06-11-21-42-06.349962 2 34 47 0
2019-06-11-21-42-06.381593 144 54 47 0
2019-06-11-21-42-06.416543 144 54 47 0
2019-06-11-21-42-06.453910 503 74 47 0
2019-06-11-21-42-06.493293 503 74 47 0
2019-06-11-21-42-06.528072 -499 24 47 0
2019-06-11-21-42-06.563058 -220 44 47 0
2019-06-11-21-42-06.596047 -118 64 47 0
2019-06-11-21-42-06.630014 -232 74 47 0
2019-06-11-21-42-06.665223 -56 84 47 0
2019-06-11-21-42-06.704995 10 4 47 0
2019-06-11-21-42-06.742058 178 24 47 0
2019-06-11-21-42-06.775087 257 44 47 0
2019-06-11-21-42-06.811625 290 64 47 0
2019-06-11-21-42-06.849858 365 84 47 0
2019-06-11-21-42-06.880852 -78 4 47 0
2019-06-11-21-42-06.920099 -78 4 47 0
2019-06-11-21-42-06.956351 -182 44 47 0
2019-06-11-21-42-06.993775 1 64 47 0
2019-06-11-21-42-07.030200 67 74 47 0
2019-06-11-21-42-07.066608 67 74 47 0
2019-06-11-21-42-07.099259 -45 84 47 0
2019-06-11-21-42-07.137598 -1564 34 47 0
2019-06-11-21-42-07.173930 -874 44 47 0
2019-06-11-21-42-07.219710 2047 64 47 0
2019-06-11-21-42-07.255939 219 3 47 0
2019-06-11-21-42-07.291930 121 23 47 0
2019-06-11-21-42-07.328321 107 43 47 0
2019-06-11-21-42-07.366079 107 43 47 0
2019-06-11-21-42-07.398258 -56 73 47 0
2019-06-11-21-42-07.457936 497 83 47 0
2019-06-11-21-42-07.494488 -2048 23 47 0
2019-06-11-21-42-07.529484 -1191 43 47 0
2019-06-11-21-42-07.565378 -682 63 47 0
2019-06-11-21-42-07.603321 -300 83 47 0
2019-06-11-21-42-07.639922 1224 3 47 0
2019-06-11-21-42-07.677009 1224 3 47 0
2019-06-11-21-42-07.712687 627 13 47 0
2019-06-11-21-42-07.752756 -140 33 47 0
2019-06-11-21-42-07.792833 -407 63 47 0
2019-06-11-21-42-07.830849 265 83 47 0
2019-06-11-21-42-07.869136 1505 3 47 0
2019-06-11-21-42-07.922289 2047 23 47 0
2019-06-11-21-42-07.958268 204 63 47 0
2019-06-11-21-42-07.998398 204 63 47 0
2019-06-11-21-42-08.032597 162 93 47 0
2019-06-11-21-42-08.070681 566 13 47 0
2019-06-11-21-42-08.107952 693 33 47 0
2019-06-11-21-42-08.144991 364 53 47 0
2019-06-11-21-42-08.184013 187 73 47 0
2019-06-11-21-42-08.223112 105 93 47 0
2019-06-11-21-42-08.258241 71 13 47 0
2019-06-11-21-42-08.314057 53 23 47 0
2019-06-11-21-42-08.349822 -17 63 47 0
2019-06-11-21-42-08.388344 -228 73 47 0
2019-06-11-21-42-08.427923 -1047 93 47 0
2019-06-11-21-42-08.465586 -740 13 47 0
2019-06-11-21-42-08.516593 -226 33 47 0
2019-06-11-21-42-08.554549 51 73 47 0
2019-06-11-21-42-08.588954 51 73 47 0
2019-06-11-21-42-08.630855 -115 93 47 0
2019-06-11-21-42-08.661942 91 33 47 0
2019-06-11-21-42-08.700919 91 33 47 0
2019-06-11-21-42-08.743982 -6 63 47 0
2019-06-11-21-42-08.779370 43 93 47 0
2019-06-11-21-42-08.815038 -113 13 47 0
2019-06-11-21-42-08.846973 -164 23 47 0
2019-06-11-21-42-08.885989 -164 23 47 0
2019-06-11-21-42-08.927598 -166 53 47 0
2019-06-11-21-42-08.962039 -169 73 47 0
2019-06-11-21-42-09.000038 221 3 47 0
2019-06-11-21-42-09.036925 -72 23 47 0
2019-06-11-21-42-09.075024 99 43 47 0
2019-06-11-21-42-09.111639 251 63 47 0
2019-06-11-21-42-09.144347 93 83 47 0
2019-06-11-21-42-09.180627 93 83 47 0
2019-06-11-21-42-09.219635 23 13 47 0
2019-06-11-21-42-09.255233 61 32 77 0
2019-06-11-21-42-09.290489 -105 52 77 0
2019-06-11-21-42-09.325513 211 72 77 0
2019-06-11-21-42-09.362248 235 92 77 0
2019-06-11-21-42-09.396867 -12 12 77 0
2019-06-11-21-42-09.434045 -257 32 77 0
2019-06-11-21-42-09.473335 -257 32 77 0
2019-06-11-21-42-09.510591 35 62 77 0
2019-06-11-21-42-09.549487 103 82 77 0
2019-06-11-21-42-09.590509 -130 2 77 0
2019-06-11-21-42-09.621458 -81 32 77 0
2019-06-11-21-42-09.657418 -81 32 77 0
2019-06-11-21-42-09.694831 -225 52 77 0
2019-06-11-21-42-09.741878 -276 72 77 0
2019-06-11-21-42-09.781460 -59 92 77 0
2019-06-11-21-42-09.818763 160 22 77 0
2019-06-11-21-42-09.857235 72 42 77 0
2019-06-11-21-42-09.897077 376 62 77 0
2019-06-11-21-42-09.934416 281 82 77 0
2019-06-11-21-42-09.973167 193 2 77 0
2019-06-11-21-42-10.006011 36 22 77 0
2019-06-11-21-42-10.043407 64 42 77 0
2019-06-11-21-42-10.083921 64 42 77 0
2019-06-11-21-42-10.125145 25 72 77 0
2019-06-11-21-42-10.177715 225 92 77 0
2019-06-11-21-42-10.220763 245 22 77 0
2019-06-11-21-42-10.268139 88 52 77 0
2019-06-11-21-42-10.314783 108 74 77 0
2019-06-11-21-42-10.347042 263 2 77 0
2019-06-11-21-42-10.387931 263 2 77 0
2019-06-11-21-42-10.427456 -262 32 77 0
2019-06-11-21-42-10.469021 -435 52 77 0
2019-06-11-21-42-10.511288 -275 72 77 0
2019-06-11-21-42-10.548125 -19 2 77 0
2019-06-11-21-42-10.582259 57 22 77 0
2019-06-11-21-42-10.631173 109 32 77 0
2019-06-11-21-42-10.665272 256 52 77 0
2019-06-11-21-42-10.700068 150 72 77 0
2019-06-11-21-42-10.757039 26 92 77 0
2019-06-11-21-42-10.791743 -130 32 77 0
2019-06-11-21-42-10.830363 7 52 77 0
2019-06-11-21-42-10.866204 241 72 77 0
2019-06-11-21-42-10.904709 148 92 77 0
2019-06-11-21-42-10.941812 -51 12 77 0
2019-06-11-21-42-10.982097 -51 12 77 0
2019-06-11-21-42-11.017193 -93 42 77 0
2019-06-11-21-42-11.057144 166 62 77 0
2019-06-11-21-42-11.096539 68 82 77 0
2019-06-11-21-42-11.133905 -3 2 77 0
2019-06-11-21-42-11.172520 -1 22 77 0
2019-06-11-21-42-11.227067 -121 32 77 0
2019-06-11-21-42-11.258459 -262 81 57 0
2019-06-11-21-42-11.310373 -104 91 57 0
2019-06-11-21-42-11.347657 733 21 57 0
2019-06-11-21-42-11.385493 243 41 57 0
2019-06-11-21-42-11.422851 394 61 57 0
2019-06-11-21-42-11.460283 247 81 57 0
2019-06-11-21-42-11.497392 132 1 57 0
2019-06-11-21-42-11.534150 132 1 57 0
2019-06-11-21-42-11.571777 89 11 57 0
2019-06-11-21-42-11.608164 262 51 57 0
2019-06-11-21-42-11.645785 278 71 57 0
2019-06-11-21-42-11.682057 316 91 57 0
2019-06-11-21-42-11.717853 134 11 57 0
2019-06-11-21-42-11.753516 25 31 57 0
2019-06-11-21-42-11.790968 -38 51 57 0
2019-06-11-21-42-11.830207 -107 71 57 0
2019-06-11-21-42-11.866652 -107 71 57 0
2019-06-11-21-42-11.905514 -183 11 57 0
2019-06-11-21-42-11.941570 -325 31 57 0
2019-06-11-21-42-11.978502 -363 41 57 0
2019-06-11-21-42-12.014085 -75 61 57 0
2019-06-11-21-42-12.052092 -218 81 57 0
2019-06-11-21-42-12.089630 -333 1 57 0
2019-06-11-21-42-12.127028 -364 21 57 0
2019-06-11-21-42-12.164467 -364 21 57 0
2019-06-11-21-42-12.202255 -413 31 57 0
2019-06-11-21-42-12.240022 -92 81 50 0
2019-06-11-21-42-12.276673 214 1 50 0
2019-06-11-21-42-12.311906 97 21 50 0
2019-06-11-21-42-12.350705 209 41 50 0
2019-06-11-21-42-12.389233 173 61 50 0
2019-06-11-21-42-12.428251 352 71 50 0
2019-06-11-21-42-12.468899 285 91 50 0
2019-06-11-21-42-12.508508 153 11 50 0
2019-06-11-21-42-12.569010 27 31 50 0
2019-06-11-21-42-12.608057 125 71 50 0
2019-06-11-21-42-12.645921 101 91 50 0
2019-06-11-21-42-12.685437 7 11 50 0
2019-06-11-21-42-12.723378 -158 31 50 0
2019-06-11-21-42-12.760411 -158 31 50 0
2019-06-11-21-42-12.797799 32 71 50 0
2019-06-11-21-42-12.849601 32 71 50 0
2019-06-11-21-42-12.887275 -525 11 50 0
2019-06-11-21-42-12.926711 -92 31 50 0
2019-06-11-21-42-12.963427 76 51 50 0
2019-06-11-21-42-13.002534 258 71 50 0
2019-06-11-21-42-13.040112 387 91 50 0
2019-06-11-21-42-13.079183 387 91 50 0
2019-06-11-21-42-13.119332 128 21 50 0
2019-06-11-21-42-13.171815 29 41 50 0
2019-06-11-21-42-13.208687 245 81 50 0
2019-06-11-21-42-13.245696 311 0 21 0
2019-06-11-21-42-13.281139 59 20 21 0
2019-06-11-21-42-13.318995 6 40 21 0
2019-06-11-21-42-13.356620 6 40 21 0
2019-06-11-21-42-13.393778 -58 80 21 0
2019-06-11-21-42-13.431454 33 0 21 0
2019-06-11-21-42-13.469454 18 10 21 0
2019-06-11-21-42-13.515223 -44 30 21 0
2019-06-11-21-42-13.552671 128 60 21 0
2019-06-11-21-42-13.590443 -41 80 21 0
2019-06-11-21-42-13.629668 -23 0 21 0
2019-06-11-21-42-13.669964 -23 0 21 0
2019-06-11-21-42-13.710335 27 30 21 0
2019-06-11-21-42-13.754307 -94 50 21 0
2019-06-11-21-42-13.788821 153 80 21 0
2019-06-11-21-42-13.823279 138 98 21 0
2019-06-11-21-42-13.860581 -102 10 21 0
2019-06-11-21-42-13.908613 -58 30 21 0
2019-06-11-21-42-13.944927 -71 50 21 0
2019-06-11-21-42-13.986226 -110 60 21 0
2019-06-11-21-42-14.035906 -91 90 21 0
2019-06-11-21-42-14.074387 -66 20 21 0
2019-06-11-21-42-14.114942 -6 50 21 0
2019-06-11-21-42-14.152337 28 60 21 0
2019-06-11-21-42-14.193445 113 80 21 0
2019-06-11-21-42-14.229079 114 10 3 0
2019-06-11-21-42-14.266286 -118 30 3 0
2019-06-11-21-42-14.304457 283 50 3 0
2019-06-11-21-42-14.343191 -60 70 3 0
2019-06-11-21-42-14.382018 -302 90 3 0
2019-06-11-21-42-14.418782 -263 10 3 0
2019-06-11-21-42-14.455743 -94 30 3 0
2019-06-11-21-42-14.494695 -71 40 3 0
2019-06-11-21-42-14.532928 -251 60 3 0
2019-06-11-21-42-14.572526 -251 60 3 0
2019-06-11-21-42-14.610822 -775 0 3 0
2019-06-11-21-42-14.651108 -684 20 3 0
2019-06-11-21-42-14.690567 -394 40 3 0
2019-06-11-21-42-14.728670 104 60 3 0
2019-06-11-21-42-14.769196 433 80 3 0
2019-06-11-21-42-14.809341 22 0 3 0
2019-06-11-21-42-14.846097 -35 20 3 0
2019-06-11-21-42-14.891459 -35 20 3 0
2019-06-11-21-42-14.931925 188 70 3 0
2019-06-11-21-42-14.966919 330 0 3 0
2019-06-11-21-42-15.006918 317 10 3 0
2019-06-11-21-42-15.041366 321 30 3 0
2019-06-11-21-42-15.091103 306 40 3 0
2019-06-11-21-42-15.123403 422 80 3 0
2019-06-11-21-42-15.161345 422 80 3 0
2019-06-11-21-42-15.197753 210 10 3 0
2019-06-11-21-42-15.235269 202 29 1 0
2019-06-11-21-42-15.273659 165 49 1 0
2019-06-11-21-42-15.313392 488 69 1 0
2019-06-11-21-42-15.347242 485 89 1 0
2019-06-11-21-42-15.386318 136 99 1 0
2019-06-11-21-42-15.438737 290 19 1 0
2019-06-11-21-42-15.475631 215 49 1 0
2019-06-11-21-42-15.511551 259 69 1 0
2019-06-11-21-42-15.545853 169 89 1 0
2019-06-11-21-42-15.591402 91 99 1 0
2019-06-11-21-42-15.624509 156 39 1 0
2019-06-11-21-42-15.660407 156 39 1 0
2019-06-11-21-42-15.697623 -49 59 1 0
2019-06-11-21-42-15.743242 66 89 1 0
2019-06-11-21-42-15.779496 -167 99 1 0
