2019-06-11-21-41-45.792939 6 64 43 0
2019-06-11-21-41-45.830150 12 94 43 0
2019-06-11-21-41-45.863129 102 14 43 0
2019-06-11-21-41-45.893119 43 34 43 0
2019-06-11-21-41-45.936439 256 44 43 0
2019-06-11-21-41-45.973146 -150 74 43 0
2019-06-11-21-41-46.008947 -131 84 43 0
2019-06-11-21-41-46.045996 -49 4 43 0
2019-06-11-21-41-46.078096 -49 4 43 0
2019-06-11-21-41-46.139824 -13 19 43 0
2019-06-11-21-41-46.176017 23 74 43 0
2019-06-11-21-41-46.212455 25 94 43 0
2019-06-11-21-41-46.244775 27 14 43 0
2019-06-11-21-41-46.277626 28 34 43 0
2019-06-11-21-41-46.316031 28 44 43 0
2019-06-11-21-41-46.352532 57 74 43 0
2019-06-11-21-41-46.386144 57 74 43 0
2019-06-11-21-41-46.421987 330 4 43 0
2019-06-11-21-41-46.457424 661 24 43 0
2019-06-11-21-41-46.494453 315 44 43 0
2019-06-11-21-41-46.528288 72 64 43 0
2019-06-11-21-41-46.563506 408 84 43 0
2019-06-11-21-41-46.601300 408 84 43 0
2019-06-11-21-41-46.644795 517 14 43 0
2019-06-11-21-41-46.678662 -283 24 43 0
2019-06-11-21-41-46.711535 2047 54 43 0
2019-06-11-21-41-46.755983 1948 64 43 0
2019-06-11-21-41-46.793032 -94 4 43 0
2019-06-11-21-41-46.825119 -2048 14 43 0
2019-06-11-21-41-46.861173 -2048 34 43 0
2019-06-11-21-41-46.891387 -1289 54 43 0
2019-06-11-21-41-46.939071 -1289 54 43 0
2019-06-11-21-41-46.974754 365 84 43 0
2019-06-11-21-41-47.011657 954 4 43 0
2019-06-11-21-41-47.045332 770 24 43 0
2019-06-11-21-41-47.080597 523 44 43 0
2019-06-11-21-41-47.114341 262 64 43 0
2019-06-11-21-41-47.149096 384 84 43 0
2019-06-11-21-41-47.184647 1513 4 43 0
2019-06-11-21-41-47.220195 1513 4 43 0
2019-06-11-21-41-47.267955 1188 24 43 0
2019-06-11-21-41-47.306820 405 44 43 0
2019-06-11-21-41-47.343059 -1066 71 43 0
2019-06-11-21-41-47.383366 -521 93 43 0
2019-06-11-21-41-47.443217 -2 13 43 0
2019-06-11-21-41-47.478588 1116 53 43 0
2019-06-11-21-41-47.512346 610 73 43 0
2019-06-11-21-41-47.544554 -93 93 43 0
2019-06-11-21-41-47.580079 -93 93 43 0
2019-06-11-21-41-47.614566 -323 23 43 0
2019-06-11-21-41-47.647136 -219 33 43 0
2019-06-11-21-41-47.681135 -154 53 43 0
2019-06-11-21-41-47.716035 -42 73 43 0
2019-06-11-21-41-47.753345 594 93 43 0
2019-06-11-21-41-47.789318 390 13 43 0
2019-06-11-21-41-47.826716 329 33 43 0
2019-06-11-21-41-47.862422 540 43 43 0
2019-06-11-21-41-47.896209 540 43 43 0
2019-06-11-21-41-47.935243 204 53 43 0
2019-06-11-21-41-47.975082 -1270 93 43 0
2019-06-11-21-41-48.016760 -634 23 43 0
2019-06-11-21-41-48.049205 114 43 43 0
2019-06-11-21-41-48.089322 915 53 43 0
2019-06-11-21-41-48.130112 1986 83 43 0
2019-06-11-21-41-48.161520 821 13 43 0
2019-06-11-21-41-48.197873 821 13 43 0
2019-06-11-21-41-48.227877 -25 43 43 0
2019-06-11-21-41-48.262162 -150 53 43 0
2019-06-11-21-41-48.297871 -1525 63 43 0
2019-06-11-21-41-48.333065 -344 83 43 0
2019-06-11-21-41-48.391848 777 3 43 0
2019-06-11-21-41-48.428862 338 43 43 0
2019-06-11-21-41-48.462962 59 63 43 0
2019-06-11-21-41-48.499043 59 63 43 0
2019-06-11-21-41-48.538639 -315 73 43 0
2019-06-11-21-41-48.578972 -375 13 43 0
2019-06-11-21-41-48.615308 -198 33 43 0
2019-06-11-21-41-48.656140 -220 53 43 0
2019-06-11-21-41-48.693668 -269 73 43 0
2019-06-11-21-41-48.733084 -190 93 43 0
2019-06-11-21-41-48.763880 36 13 43 0
2019-06-11-21-41-48.799588 36 13 43 0
2019-06-11-21-41-48.838710 392 43 43 0
2019-06-11-21-41-48.872867 161 63 43 0
2019-06-11-21-41-48.910273 147 83 43 0
2019-06-11-21-41-48.950139 -188 3 43 0
2019-06-11-21-41-48.987032 224 23 43 0
2019-06-11-21-41-49.026671 68 43 43 0
2019-06-11-21-41-49.060314 73 63 43 0
2019-06-11-21-41-49.099381 73 63 43 0
2019-06-11-21-41-49.135747 100 3 43 0
2019-06-11-21-41-49.174004 135 23 43 0
2019-06-11-21-41-49.210370 -88 43 43 0
2019-06-11-21-41-49.246552 -113 63 43 0
2019-06-11-21-41-49.280088 -344 83 43 0
2019-06-11-21-41-49.311291 -308 3 43 0
2019-06-11-21-41-49.346445 -83 22 66 0
2019-06-11-21-41-49.382999 -83 22 66 0
2019-06-11-21-41-49.414681 267 52 66 0
2019-06-11-21-41-49.449441 322 62 66 0
2019-06-11-21-41-49.483095 34 82 66 0
2019-06-11-21-41-49.523388 -275 2 66 0
2019-06-11-21-41-49.574118 -278 22 66 0
2019-06-11-21-41-49.609470 152 62 66 0
2019-06-11-21-41-49.645724 53 82 66 0
2019-06-11-21-41-49.680896 53 82 66 0
2019-06-11-21-41-49.711583 -89 12 66 0
2019-06-11-21-41-49.753328 -89 12 66 0
2019-06-11-21-41-49.790451 -107 32 66 0
2019-06-11-21-41-49.828045 -13 72 66 0
2019-06-11-21-41-49.862558 -3 92 66 0
2019-06-11-21-41-49.896706 114 2 66 0
2019-06-11-21-41-49.941413 -3 12 66 0
2019-06-11-21-41-49.978315 0 32 66 0
2019-06-11-21-41-50.028802 64 52 66 0
2019-06-11-21-41-50.063218 -436 92 66 0
2019-06-11-21-41-50.097218 -273 12 66 0
2019-06-11-21-41-50.130908 251 22 66 0
2019-06-11-21-41-50.162059 -306 42 66 0
2019-06-11-21-41-50.194255 -989 62 66 0
2019-06-11-21-41-50.237265 -739 72 66 0
2019-06-11-21-41-50.276518 -456 82 66 0
2019-06-11-21-41-50.307936 60 19 66 0
2019-06-11-21-41-50.352764 659 32 77 0
2019-06-11-21-41-50.389373 1346 62 77 0
2019-06-11-21-41-50.430316 1081 72 77 0
2019-06-11-21-41-50.468810 516 92 77 0
2019-06-11-21-41-50.508602 -97 12 77 0
2019-06-11-21-41-50.560805 634 32 77 0
2019-06-11-21-41-50.600501 520 52 77 0
2019-06-11-21-41-50.639419 541 82 77 0
2019-06-11-21-41-50.679005 -419 2 77 0
2019-06-11-21-41-50.716526 -241 22 77 0
2019-06-11-21-41-50.756468 -6 42 77 0
2019-06-11-21-41-50.796746 67 62 77 0
2019-06-11-21-41-50.835987 9 82 77 0
2019-06-11-21-41-50.870880 2 2 77 0
2019-06-11-21-41-50.910248 2 2 77 0
2019-06-11-21-41-50.949839 220 42 77 0
2019-06-11-21-41-50.990400 179 62 77 0
2019-06-11-21-41-51.029777 -8 82 77 0
2019-06-11-21-41-51.067981 88 2 77 0
2019-06-11-21-41-51.106966 -5 22 77 0
2019-06-11-21-41-51.147930 248 42 77 0
2019-06-11-21-41-51.179142 -67 62 77 0
2019-06-11-21-41-51.215441 -93 92 77 0
2019-06-11-21-41-51.255530 21 2 77 0
2019-06-11-21-41-51.293421 -113 32 77 0
2019-06-11-21-41-51.331164 -120 41 91 0
2019-06-11-21-41-51.365620 43 61 91 0
2019-06-11-21-41-51.405100 154 81 91 0
2019-06-11-21-41-51.443378 152 1 91 0
2019-06-11-21-41-51.479454 -644 21 91 0
2019-06-11-21-41-51.511903 -97 44 91 0
2019-06-11-21-41-51.565353 36 51 91 0
2019-06-11-21-41-51.603305 -85 91 91 0
2019-06-11-21-41-51.639946 -638 11 91 0
2019-06-11-21-41-51.677784 -722 31 91 0
2019-06-11-21-41-51.730263 -722 31 91 0
2019-06-11-21-41-51.766680 -593 71 91 0
2019-06-11-21-41-51.814488 -593 71 91 0
2019-06-11-21-41-51.855188 1290 2 91 0
2019-06-11-21-41-51.884730 -261 41 91 0
2019-06-11-21-41-51.922195 -261 41 91 0
2019-06-11-21-41-51.959076 125 71 91 0
2019-06-11-21-41-51.997002 361 91 91 0
2019-06-11-21-41-52.032677 887 11 91 0
2019-06-11-21-41-52.070636 736 31 91 0
2019-06-11-21-41-52.110225 736 31 91 0
2019-06-11-21-41-52.150153 641 61 91 0
2019-06-11-21-41-52.189635 194 81 91 0
2019-06-11-21-41-52.229136 98 1 91 0
2019-06-11-21-41-52.266589 -11 21 91 0
2019-06-11-21-41-52.317127 10 41 91 0
2019-06-11-21-41-52.351907 26 61 50 0
2019-06-11-21-41-52.389276 -165 71 50 0
2019-06-11-21-41-52.442297 -482 1 50 0
2019-06-11-21-41-52.480333 -395 41 50 0
2019-06-11-21-41-52.515087 390 61 50 0
2019-06-11-21-41-52.553976 -859 81 50 0
2019-06-11-21-41-52.587011 -1060 1 50 0
2019-06-11-21-41-52.626591 -222 21 50 0
2019-06-11-21-41-52.663670 932 31 50 0
2019-06-11-21-41-52.701718 932 31 50 0
2019-06-11-21-41-52.739968 810 71 50 0
2019-06-11-21-41-52.781695 861 91 50 0
2019-06-11-21-41-52.819778 933 11 50 0
2019-06-11-21-41-52.858225 717 31 50 0
2019-06-11-21-41-52.896637 -794 51 50 0
2019-06-11-21-41-52.933157 -103 71 50 0
2019-06-11-21-41-52.967846 387 91 50 0
2019-06-11-21-41-53.007446 387 91 50 0
2019-06-11-21-41-53.049228 -185 31 50 0
2019-06-11-21-41-53.088453 162 61 50 0
2019-06-11-21-41-53.125636 68 81 50 0
2019-06-11-21-41-53.164383 -460 1 50 0
2019-06-11-21-41-53.196328 -186 21 50 0
2019-06-11-21-41-53.246341 -253 24 50 0
2019-06-11-21-41-53.280723 -546 41 50 0
2019-06-11-21-41-53.316723 -615 67 50 0
2019-06-11-21-41-53.355615 -932 90 30 0
2019-06-11-21-41-53.396588 -779 10 30 0
2019-06-11-21-41-53.433754 1825 30 30 0
2019-06-11-21-41-53.475364 909 50 30 0
2019-06-11-21-41-53.530153 279 70 30 0
2019-06-11-21-41-53.567362 657 10 30 0
2019-06-11-21-41-53.605520 657 10 30 0
2019-06-11-21-41-53.644452 170 50 30 0
2019-06-11-21-41-53.676839 -1846 70 30 0
2019-06-11-21-41-53.724091 -2048 80 30 0
2019-06-11-21-41-53.760653 -1577 10 30 0
2019-06-11-21-41-53.794577 -683 30 30 0
2019-06-11-21-41-53.837278 -357 40 30 0
2019-06-11-21-41-53.876372 -297 50 30 0
2019-06-11-21-41-53.922670 1074 80 30 0
2019-06-11-21-41-53.961474 -58 10 30 0
2019-06-11-21-41-53.996967 717 30 30 0
2019-06-11-21-41-54.034011 1088 50 30 0
2019-06-11-21-41-54.072076 338 70 30 0
2019-06-11-21-41-54.110663 241 90 30 0
2019-06-11-21-41-54.146280 -326 10 30 0
2019-06-11-21-41-54.182531 -326 10 30 0
2019-06-11-21-41-54.220189 1329 40 30 0
2019-06-11-21-41-54.256985 647 60 30 0
2019-06-11-21-41-54.294740 313 80 30 0
2019-06-11-21-41-54.332314 -897 0 30 0
2019-06-11-21-41-54.368379 -1484 10 30 0
2019-06-11-21-41-54.404761 -1377 30 30 0
2019-06-11-21-41-54.441659 -21 50 30 0
2019-06-11-21-41-54.480465 50 70 30 0
2019-06-11-21-41-54.514358 434 0 30 0
2019-06-11-21-41-54.547317 -923 10 30 0
2019-06-11-21-41-54.584250 -2048 20 30 0
2019-06-11-21-41-54.642664 -1302 40 30 0
2019-06-11-21-41-54.683154 2047 80 30 0
2019-06-11-21-41-54.723355 1479 0 30 0
2019-06-11-21-41-54.760734 716 20 30 0
2019-06-11-21-41-54.799522 716 20 30 0
2019-06-11-21-41-54.841063 -2048 60 30 0
2019-06-11-21-41-54.878422 -1138 80 30 0
2019-06-11-21-41-54.916637 -775 90 30 0
2019-06-11-21-41-54.956094 -233 20 30 0
2019-06-11-21-41-54.994525 -97 40 30 0
2019-06-11-21-41-55.030595 -78 60 30 0
2019-06-11-21-41-55.067304 2047 80 30 0
2019-06-11-21-41-55.102554 2047 90 30 0
2019-06-11-21-41-55.158374 1208 10 30 0
2019-06-11-21-41-55.194318 293 50 30 0
2019-06-11-21-41-55.229647 153 70 30 0
2019-06-11-21-41-55.264374 87 90 30 0
2019-06-11-21-41-55.299626 60 9 30 0
2019-06-11-21-41-55.335235 51 19 30 0
2019-06-11-21-41-55.374323 43 29 30 0
2019-06-11-21-41-55.408179 33 59 30 0
2019-06-11-21-41-55.458810 29 69 30 0
2019-06-11-21-41-55.494409 -2048 9 30 0
2019-06-11-21-41-55.527501 -1435 29 30 0
2019-06-11-21-41-55.562545 -981 39 30 0
2019-06-11-21-41-55.600560 -450 59 30 0
2019-06-11-21-41-55.637127 -199 79 30 0
2019-06-11-21-41-55.672239 -199 79 30 0
2019-06-11-21-41-55.714658 -126 89 30 0
2019-06-11-21-41-55.752077 3 29 30 0
2019-06-11-21-41-55.790231 17 49 30 0
2019-06-11-21-41-55.844681 2047 69 30 0
2019-06-11-21-41-55.879725 947 99 30 0
2019-06-11-21-41-55.915809 464 19 30 0
2019-06-11-21-41-55.953444 234 39 30 0
2019-06-11-21-41-55.995191 234 39 30 0
2019-06-11-21-41-56.032568 89 69 30 0
2019-06-11-21-41-56.074591 -1756 89 30 0
2019-06-11-21-41-56.119016 -2048 9 30 0
2019-06-11-21-41-56.155148 -520 49 30 0
2019-06-11-21-41-56.194397 -520 49 30 0
2019-06-11-21-41-56.234148 2047 70 30 0
2019-06-11-21-41-56.270615 1444 89 30 0
2019-06-11-21-41-56.308803 565 19 30 0
2019-06-11-21-41-56.344519 202 49 30 0
2019-06-11-21-41-56.380766 109 69 30 0
2019-06-11-21-41-56.416776 67 89 30 0
2019-06-11-21-41-56.454539 45 9 30 0
2019-06-11-21-41-56.502019 41 19 30 0
2019-06-11-21-41-56.541170 35 39 30 0
2019-06-11-21-41-56.578021 29 59 30 0
2019-06-11-21-41-56.611763 27 89 30 0
2019-06-11-21-41-56.643444 27 9 30 0
2019-06-11-21-41-56.679581 27 9 30 0
2019-06-11-21-41-56.731667 26 29 30 0
2019-06-11-21-41-56.767420 28 69 30 0
2019-06-11-21-41-56.802069 28 89 30 0
2019-06-11-21-41-56.850820 -2048 99 30 0
2019-06-11-21-41-56.890662 -2048 9 30 0
2019-06-11-21-41-56.930329 1557 39 30 0
2019-06-11-21-41-56.968396 794 59 30 0
2019-06-11-21-41-57.006680 404 79 30 0
2019-06-11-21-41-57.047132 435 99 30 0
2019-06-11-21-41-57.085781 218 19 30 0
2019-06-11-21-41-57.127870 161 29 30 0
2019-06-11-21-41-57.157624 57 69 30 0
2019-06-11-21-41-57.206540 57 69 30 0
2019-06-11-21-41-57.241630 -12 9 30 0
2019-06-11-21-41-57.273673 18 29 30 0
2019-06-11-21-41-57.307847 -2 48 30 0
2019-06-11-21-41-57.340089 76 68 30 0
2019-06-11-21-41-57.378742 -59 78 30 0
2019-06-11-21-41-57.411095 -870 98 30 0
2019-06-11-21-41-57.450671 -1627 8 30 0
2019-06-11-21-41-57.485173 -2048 18 30 0
2019-06-11-21-41-57.518662 -1594 28 30 0
2019-06-11-21-41-57.550793 -1187 68 30 0
2019-06-11-21-41-57.584555 -724 88 30 0
2019-06-11-21-41-57.618629 -405 8 30 0
2019-06-11-21-41-57.648285 -217 28 30 0
2019-06-11-21-41-57.681800 -217 28 30 0
2019-06-11-21-41-57.717019 -69 58 30 0
2019-06-11-21-41-57.751055 -17 78 30 0
2019-06-11-21-41-57.784471 6 98 30 0
2019-06-11-21-41-57.824551 11 8 30 0
2019-06-11-21-41-57.860657 25 28 30 0
2019-06-11-21-41-57.895607 28 38 30 0
2019-06-11-21-41-57.932037 298 58 30 0
2019-06-11-21-41-57.976824 329 78 30 0
2019-06-11-21-41-58.024546 -35 98 30 0
2019-06-11-21-41-58.056944 87 38 30 0
2019-06-11-21-41-58.089704 87 38 30 0
2019-06-11-21-41-58.122503 87 38 30 0
2019-06-11-21-41-58.160432 644 78 30 0
2019-06-11-21-41-58.197140 615 98 30 0
2019-06-11-21-41-58.228826 726 18 30 0
2019-06-11-21-41-58.259837 418 38 30 0
2019-06-11-21-41-58.293789 411 58 44 0
2019-06-11-21-41-58.328391 449 68 44 0
2019-06-11-21-41-58.363526 -310 88 44 0
2019-06-11-21-41-58.394886 290 8 44 0
2019-06-11-21-41-58.427244 26 28 44 0
2019-06-11-21-41-58.459556 135 48 44 0
2019-06-11-21-41-58.493105 -65 68 44 0
2019-06-11-21-41-58.536122 18 76 44 0
2019-06-11-21-41-58.571006 -407 98 44 0
2019-06-11-21-41-58.604699 -459 18 44 0
2019-06-11-21-41-58.639620 -221 28 44 0
2019-06-11-21-41-58.673446 38 48 44 0
2019-06-11-21-41-58.707162 195 68 44 0
2019-06-11-21-41-58.749484 195 68 44 0
2019-06-11-21-41-58.782815 113 98 44 0
2019-06-11-21-41-58.820905 -281 18 44 0
2019-06-11-21-41-58.866242 732 38 44 0
2019-06-11-21-41-58.899747 453 68 44 0
2019-06-11-21-41-58.933560 512 78 44 0
2019-06-11-21-41-58.969499 273 98 44 0
2019-06-11-21-41-59.016326 273 98 44 0
2019-06-11-21-41-59.068976 291 38 44 0
2019-06-11-21-41-59.101469 230 78 44 0
2019-06-11-21-41-59.134927 28 98 44 0
2019-06-11-21-41-59.171944 28 98 44 0
2019-06-11-21-41-59.210133 288 18 44 0
2019-06-11-21-41-59.254320 732 38 44 0
2019-06-11-21-41-59.294396 -157 58 44 0
2019-06-11-21-41-59.330038 -101 87 26 0
2019-06-11-21-41-59.365623 -164 7 26 0
2019-06-11-21-41-59.396339 -2 27 26 0
2019-06-11-21-41-59.432596 -19 37 26 0
2019-06-11-21-41-59.469657 134 57 26 0
2019-06-11-21-41-59.514490 129 77 26 0
2019-06-11-21-41-59.549630 -58 97 26 0
2019-06-11-21-41-59.587115 139 17 26 0
2019-06-11-21-41-59.621556 -241 47 26 0
